ID,Resort,Latitude,Longitude,Country,Continent,Price,Season,Highest point,Lowest point,Beginner slopes,Intermediate slopes,Difficult slopes,Total slopes,Longest run,Snow cannons,Surface lifts,Chair lifts,Gondola lifts,Total lifts,Lift capacity,Child friendly,Snowparks,Nightskiing,Summer skiing,Minimum_distance,Closest_snow_lat,Closest_snow_lon,Closest_snow_lat_degrees
456,Gaissau-Hintersee,0.8327794682703832,0.23104664393840277,Austria,Europe,35,March,1567,750,23,10,0,33,0,0,6,3,0,9,10110,Yes,Yes,No,No,0.002519147133390328,47.625,13.125,2728.713804156494
457,Sandia Peak,0.6145306872264167,-1.857895303815911,United States,North America,47,Unknown,2630,1999,8,20,3,31,0,0,1,4,1,6,4000,Yes,No,No,No,0.001975008607108015,35.125,-106.37499999999999,2012.515955296522
458,Kellerjoch-Schwaz,0.8260673669876832,0.2045182917795083,Austria,Europe,29,April,857,545,5,2,2,9,4,5,4,2,0,6,3786,Yes,No,No,No,0.0018022701844121662,47.375,11.625,2714.3898471792945
459,Aillons-Marge?riaz,0.7959188690420804,0.10643477751481466,France,Europe,19,Unknown,1785,1370,18,4,1,23,0,0,7,1,0,8,10025,Yes,No,No,No,0.000606120733262081,45.625,6.125,2614.1221483388986
460,Hochrindl-Sirnitz,0.8172091984521332,0.24526171996970556,Austria,Europe,32,December - March,1886,1540,5,11,3,19,2,30,11,1,0,12,7350,Yes,Yes,Yes,No,0.0015608496424810146,46.87499999999999,14.125,2685.7419332248955
461,La Bresse-Hohneck,0.838350773575686,0.12188216835117427,France,Europe,29,December,1350,872,13,7,1,21,0,300,12,6,0,18,21515,Yes,No,Yes,No,0.002469388996184206,48.12499999999999,6.874999999999999,2757.3617181108925
462,Silbersattel-Steinach,0.8803420657484722,0.19462460892877217,Germany,Europe,19,December - April,842,590,2,1,0,3,0,6,3,1,0,4,3300,Yes,Yes,No,No,0.001221838295172834,50.37499999999999,11.125,2886.2773309056874
463,Gornaya Karusel,0.7624123709239999,0.7027819733069444,Russia,Europe,22,December - April,960,540,4,15,1,20,0,0,3,1,0,4,15740,Yes,No,No,No,0.002148047293943382,43.625,40.37499999999999,2499.530492521303
464,Lammeralm-Langenwang,0.8308668586790805,0.2720050907512405,Austria,Europe,29,December - March,1230,980,2,3,2,7,0,24,2,6,3,11,2800,Yes,No,No,No,0.0007827497093392834,47.625,15.624999999999998,2728.713804156494
465,Kitzbu?heler Horn,0.8286139625309443,0.21694064565722776,Austria,Europe,40,December - April,2000,800,6,9,2,17,7,55,7,2,0,9,10110,Yes,Yes,No,No,0.0020073722319525395,47.375,12.374999999999998,2714.3898471792945
466,Myrkdalen,1.061892424293911,0.11286385127889999,Norway,Europe,44,November - May,1060,450,13,12,4,29,3,32,2,4,3,9,10279,Yes,Yes,Yes,No,0.001699727416389148,60.875,6.374999999999999,3487.8835239480645
467,Shymbulak-Chimbulak-,0.75291476315985,1.345142765415311,Kazakhstan,Asia,24,Unknown,2260,1626,4,10,6,20,0,0,6,4,0,10,8790,Yes,No,No,No,0.000971933656519335,43.125,77.125,2470.882578566904
468,Loser-Altaussee,0.8318361186064943,0.2403495856961944,Austria,Europe,40,December - April,1770,850,18,12,3,33,9,50,3,2,3,8,11114,Yes,Yes,No,No,0.0019188572123326512,47.625,13.874999999999998,2728.713804156494
469,Christlum-Achenkirch,0.8291611655498082,0.2038383794469383,Austria,Europe,44,December - April,1800,950,6,16,5,27,4,0,9,4,0,13,12843,Yes,Yes,No,No,0.002257998775845852,47.625,11.625,2728.713804156494
470,Grasgehren-Bolgengrat,0.8280284260054332,0.1776066717492611,Germany,Europe,25,November - April,1700,1400,3,8,0,11,2,10,5,1,0,6,5140,Yes,Yes,No,No,0.0014788663747846995,47.375,10.125,2714.3898471792945
471,Crystal Mountain-WA-,0.8190503272716332,-2.120652400614722,United States,North America,63,November - May,2137,1341,8,27,15,50,0,0,2,9,1,12,20500,Yes,Yes,No,No,0.0022981734706731304,46.87499999999999,-121.62499999999999,2685.7419332248955
472,Go?tschen-Bischofswiesen,0.8316412091269111,0.2258120839198722,Germany,Europe,25,December - April,1307,880,2,1,4,7,2,35,2,1,0,3,4000,Yes,No,Yes,No,0.0011816976888003449,47.625,12.874999999999998,2728.713804156494
473,Torrent-Leukerbad,0.8093583475888555,0.13359046861463889,Switzerland,Europe,46,December - April,2610,1411,3,26,16,45,11,40,8,1,5,14,11390,Yes,Yes,No,No,0.0005105978162010767,46.37499999999999,7.625,2657.0940192704966
474,Monte Popolo-Eben im Pongau,0.8273576965404332,0.23420119997846386,Austria,Europe,36,December - April,1612,862,4,2,0,6,3,55,2,2,0,4,4550,Yes,Yes,No,No,0.0009175165504162533,47.375,13.374999999999998,2714.3898471792945
475,Sun Mountain-Yabuli,0.7841652567010222,2.2445682014528106,China,Asia,0,November - April,1375,457,3,19,13,35,0,0,4,2,0,6,13776,Yes,No,No,No,0.0010152544603745002,44.87499999999999,128.625,2571.1502774072997
476,Jochgrimm-Passo Oclini-,0.8089125873837554,0.19986682657292776,Italy,Europe,17,December - April,2250,1850,4,2,1,7,0,20,0,3,5,8,3540,Yes,No,No,No,0.0014204903001385633,46.37499999999999,11.374999999999998,2657.0940192704966
477,Alpe Lusia-Moena-?Bellamonte,0.8087679154189277,0.20431752428177163,Italy,Europe,47,December - April,2340,1370,12,10,4,26,0,0,3,3,4,10,16280,Yes,Yes,No,No,0.0015555057562384655,46.37499999999999,11.625,2657.0940192704966
478,Unternberg-Ruhpolding-,0.8330329823660888,0.22061151328714998,Germany,Europe,20,December - March,1417,710,1,1,0,2,1,15,3,1,0,4,3350,Yes,No,Yes,No,0.0018396522507146227,47.625,12.625,2728.713804156494
479,Diavolezza-?Lagalb,0.8103419689458888,0.1741373762829942,Switzerland,Europe,59,"October - November, December - May, June - October",3006,2091,0,21,10,31,10,20,9,2,0,11,3970,Yes,No,No,Yes,0.0020213944708467836,46.37499999999999,9.874999999999998,2657.0940192704966
480,Kubi?nska hol?a,0.8601893767631944,0.336279649901725,Slovakia,Europe,26,December - April,1396,720,2,10,2,14,0,60,2,1,2,5,11480,Yes,Yes,No,No,0.002445083430096616,49.375,19.375,2828.98150299689
481,Stevens Pass,0.8333178338220444,-2.113402937343833,United States,North America,63,December - April,1750,1170,4,18,15,37,0,0,0,10,0,10,17110,Yes,Yes,Yes,No,0.0021963803296104743,47.625,-121.12499999999997,2728.713804156494
482,Ga?la?,1.0734780671622999,0.17077529302089997,Norway,Europe,43,November - April,1148,800,13,5,1,19,3,50,7,1,0,8,7600,Yes,Yes,Yes,No,0.002609665933932717,61.625,9.874999999999998,3530.855394879663
483,Kvitfjell,1.0242177561935388,0.15756846753956666,Norway,Europe,45,October - May,1039,185,19,10,5,34,4,90,14,2,0,16,17952,Yes,Yes,Yes,No,0.002858551591277612,58.625,8.874999999999998,3358.9679111532696
484,Molines-en-Queyras-?Saint-Ve?ran,0.7803747363799666,0.11990849607646688,France,Europe,29,December - April,2800,1750,20,12,1,33,0,0,9,5,0,14,12290,Yes,No,No,No,0.0015244651948398981,44.62499999999999,6.874999999999999,2556.8263204301
485,Tatranska? Lomnica,0.85809959458585,0.35393839377414993,Slovakia,Europe,35,December - April,2190,888,5,5,1,11,6,216,3,1,0,4,12480,Yes,No,No,No,0.001815588676185868,49.12499999999999,20.375,2814.6575460196905
486,Mt. Dobson,-0.7665803445569166,2.9628191649523887,New Zealand,Oceania,51,July - October,2046,1692,2,5,3,10,0,2,2,4,3,9,3660,Yes,No,No,Yes,0.0022130382659219577,-43.875,169.87499999999997,-2513.8544494985026
487,Kanin-Sella Nevea-?Bovec,0.8092207145309555,0.23530189914455998,Slovenia,Europe,35,December - April,1103,460,4,6,0,10,0,0,3,4,4,11,11670,Yes,No,No,No,0.0018725083170130063,46.37499999999999,13.374999999999998,2657.0940192704966
488,Postwiesen Skidorf-Neuastenberg,0.893406690649111,0.14867052821994442,Germany,Europe,26,December - March,730,605,3,3,1,7,1,23,8,1,0,9,6762,Yes,Yes,Yes,No,0.0021683707436336115,51.12499999999999,8.625,2929.249201837286
489,Kaiseregg-?Riggisalp-Schwarzsee,0.8142389926585999,0.12774151569378334,Switzerland,Europe,34,December - March,1750,1050,14,5,1,20,0,46,11,3,1,15,5790,Yes,Yes,Yes,No,0.0010879761242572148,46.62499999999999,7.374999999999999,2671.417976247696
490,St. Pierre de Chartreuse-Le Planolet,0.7913712141863943,0.10148533692986667,France,Europe,21,December - April,1800,900,18,12,5,35,0,35,3,2,0,5,12610,Yes,No,No,No,0.0011976885393442732,45.375,5.874999999999999,2599.798191361699
491,Loon Mountain,0.7769579989464555,-1.3028806463679277,United States,North America,73,November - April,930,300,15,28,7,50,0,0,2,9,1,12,17034,Yes,Yes,No,No,0.0019426617091309914,44.62499999999999,-74.625,2556.8263204301
492,Oberjoch-Bad Hindelang-� Iseler,0.8291827369284778,0.18166631986832218,Germany,Europe,38,December - April,1559,1130,6,24,2,32,2,70,2,4,0,6,12388,Yes,Yes,Yes,No,0.002113232701080703,47.625,10.374999999999998,2728.713804156494
493,Mo?nichkirchen-?Mariensee,0.8294413805425221,0.2792294459112511,Austria,Europe,35,March,1450,870,5,6,2,13,0,80,3,3,0,6,6741,Yes,Yes,No,No,0.0027921614757092927,47.625,15.874999999999998,2728.713804156494
494,Gra?chen,0.8062719308905666,0.13687141780171108,Switzerland,Europe,48,December - April,2864,1619,9,31,2,42,7,0,9,5,1,15,13860,Yes,No,No,No,0.0013655909747926972,46.12499999999999,7.874999999999999,2642.770062293297
495,Puigmal,0.7399318265805221,0.036806926035816666,France,Europe,0,Unknown,2700,1830,9,15,7,31,0,0,11,2,0,13,11865,Yes,No,No,No,0.0004483869220332721,42.37499999999999,2.125,2427.9107076353052
496,Kranzberg-Mittenwald,0.8281817460694,0.1959764036898722,Germany,Europe,29,December,1350,980,6,7,2,15,2,8,9,1,0,10,5850,Yes,Yes,Yes,No,0.0022466582532599984,47.375,11.125,2714.3898471792945
497,Wetterstein lifts-Wettersteinbahnen-� Ehrwald,0.8274057419234999,0.190729384649,Austria,Europe,43,December - March,1530,1000,15,5,3,23,3,33,6,4,0,10,5425,Yes,Yes,No,No,0.001079595858209442,47.375,10.874999999999998,2714.3898471792945
498,Stuhleck-Spital am Semmering,0.830325636898511,0.27558663651974996,Austria,Europe,42,April,1774,777,18,6,0,24,0,240,7,2,0,9,14400,Yes,Yes,Yes,No,0.001728861880124276,47.625,15.874999999999998,2728.713804156494
499,Le Massif,0.8251194148944444,-1.232654946751461,Canada,North America,51,December - April,806,36,12,16,11,39,3,716,2,3,2,7,11759,Yes,Yes,No,No,0.0017297053841029524,47.375,-70.625,2714.3898471792945
